"A101_01","A102_01","A202_01","A202_02","A203_06","A203_05","A203_03","A203_04","A203_10","A203_01","A203_07","A203_08","A203_09","A204","A205_01","A206_01","A206_02","A206_03","A207_01","A207_02","A207_03","A207_04","A207_05","A208_01","A208_02","A208_03","A208_04","A501_01","A501_02","A501_03","A501_04","A502","A502_01","A502_02","A502_03","A502_04","A502_05","A502_06","A502_07","A502_08","A502_09","A601_01","A602","A603_01","A603_02","A603_03","A603_04","A604","A605","A702","Bula"
4,NA,90,89,5,5,5,5,5,5,5,5,5,1,"Süddeutsche ",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"2000",1,1,2,2,2,2,5,1,"RLP"
4,"Gesundheitswesen",51,51,2,2,5,4,4,3,3,2,3,2,NA,3,3,3,3,4,4,4,3,2,2,4,2,5,5,1,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1964",1,2,1,2,2,6,1,1,"RLP"
5,"Inflation, Probleme mit Migranten da sie sich definitiv nicht an unsere geflogenheiten halten wollen",101,84,2,2,6,5,3,6,2,3,4,2,NA,4,3,1,4,5,5,3,3,3,2,4,2,4,3,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1981",1,1,2,2,2,6,5,1,"RLP"
5,"Inflation",101,83,4,1,5,5,3,1,2,2,4,2,NA,4,3,3,NA,NA,NA,NA,NA,4,4,4,4,5,5,5,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1954",2,2,1,2,2,4,5,1,"TH"
5,"Flüchtlinge ",51,101,3,4,2,4,3,4,2,2,3,2,NA,5,2,4,5,1,5,5,5,2,1,2,1,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1988",2,2,1,1,2,3,1,1,"RLP"
5,"Mietwohnungen zu bezahlbaren preisen",101,17,2,1,4,4,1,3,1,1,4,2,NA,3,3,4,5,4,4,4,4,2,2,3,3,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1978",2,2,1,1,1,6,4,1,"RLP"
4,"Wohnraum",58,57,3,1,1,1,3,3,3,2,2,2,NA,4,3,4,4,5,5,5,3,3,2,2,1,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1993",2,2,1,1,2,3,2,1,"RLP"
5,"Migration",90,79,3,6,5,2,2,2,2,2,3,2,NA,2,2,2,4,5,5,5,3,5,1,5,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1972",1,2,1,2,1,6,3,1,"RLP"
5,"stimme nicht dazu",49,50,4,4,3,2,2,4,2,2,3,2,NA,3,3,4,2,2,2,2,2,4,1,5,1,3,4,5,3,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1993",1,1,2,2,2,1,3,1,"RLP"
5,"Asylpolitik migration ",84,44,5,5,5,3,4,6,2,3,4,2,NA,2,5,3,NA,NA,NA,NA,NA,3,1,4,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1987",2,2,1,2,2,6,3,1,"TH"
5,"Kindergarten",75,33,5,4,2,5,2,1,4,1,3,1,"TA",3,4,3,NA,NA,NA,NA,NA,1,1,3,1,5,5,2,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1978",2,1,2,1,2,2,1,1,"TH"
5,"Alles ",90,94,3,4,5,4,4,3,4,3,5,2,NA,3,1,2,3,1,1,1,1,2,1,3,1,5,5,4,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1962",2,1,2,2,2,6,3,1,"RLP"
2,"Kein bestimmtes Thema ",15,45,1,1,3,1,2,4,1,1,2,2,NA,2,3,3,4,4,4,4,1,4,3,3,4,2,2,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2000",1,1,2,2,2,2,5,1,"RLP"
3,"Das alles teurer wird",63,64,4,4,4,4,4,4,4,4,4,2,NA,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1983",2,2,1,1,2,2,3,1,"RLP"
5,"Renten",101,101,1,1,5,5,1,6,1,3,4,2,NA,4,4,2,NA,NA,NA,NA,NA,3,3,2,2,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1989",2,2,1,2,2,4,4,1,"TH"
5,"Bessere Einbindung des Nahverkehrs unseres Dorfes",101,101,5,3,5,5,3,1,3,3,5,1,"Thüringer Allgemeine",1,1,1,NA,NA,NA,NA,NA,5,4,5,5,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1960",2,2,1,2,2,6,1,1,"TH"
5,"Wohnungsnot",96,84,2,2,3,3,3,3,3,3,4,2,NA,2,3,1,NA,NA,NA,NA,NA,4,4,3,4,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1969",2,1,2,2,2,4,5,1,"TH"
4,"Fluglärm",82,93,3,2,4,2,3,4,2,3,4,2,NA,3,2,2,4,5,4,4,3,3,3,3,4,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1985",1,1,2,2,2,2,5,1,"RLP"
3,"Bildung",59,66,1,1,4,5,2,2,3,2,3,2,NA,3,3,3,4,4,4,4,4,4,3,4,2,4,4,2,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1955",1,2,1,2,2,6,1,1,"RLP"
5,"Digitalisierung",101,98,5,4,5,5,5,5,1,4,4,1,"Allgemeine",1,1,1,5,5,5,5,5,4,3,5,4,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1982",2,2,1,1,1,6,1,1,"RLP"
2,"Föderung erneuerbare Energien",41,66,5,3,5,4,3,2,3,1,3,1,"Allgemeine Zeitung",4,3,3,4,3,4,3,1,4,1,4,4,4,4,1,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1962",1,2,1,2,2,6,2,1,"RLP"
3,"Zuwanderung",89,89,4,4,3,5,5,4,3,2,3,1,"Rhein Nahe ",3,1,1,5,5,5,5,3,3,2,3,2,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1966",2,2,1,1,1,3,1,1,"RLP"
5,"Glasfaserausbau, Straßenerneuerung",101,91,5,4,3,6,4,5,3,2,3,1,"AZ Mainz/Rheinhessen",2,2,2,5,4,4,4,3,5,4,4,3,5,5,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1944",1,2,1,2,2,5,2,1,"RLP"
4,"Spielmöglichkeiten für Kinder und Jugendliche schaffen",67,65,5,2,6,5,2,2,2,3,4,1,"Mainzer Allgemeine Zeitung",3,2,3,4,3,4,4,4,4,3,4,3,3,3,3,4,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1967",1,2,1,2,1,6,5,1,"RLP"
4,"Bildung ",101,101,5,1,5,4,3,3,3,2,5,1,"Thüringer Allgemeine ",2,1,1,NA,NA,NA,NA,NA,2,3,1,3,5,5,3,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1960",2,2,1,2,2,6,1,1,"TH"
5,"Wirtschaft ",91,27,3,3,6,5,4,3,2,2,4,1,"Thüringer Allgemeine",3,3,4,NA,NA,NA,NA,NA,4,3,3,4,3,4,1,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1960",2,2,1,2,2,6,4,1,"TH"
5,"Klimawandel ",101,17,1,1,6,6,6,4,6,4,6,2,NA,5,1,5,NA,NA,NA,NA,NA,1,1,1,1,5,5,5,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1962",1,2,1,2,2,6,1,1,"TH"
3,"Bildung und Kinder-/Jugenfreizeitmöglichkeiten",80,64,5,5,2,1,1,1,1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,3,1,3,1,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1976",2,2,1,1,1,1,1,1,"TH"
4,"Öffentlicher Nahverkehr ",81,91,3,6,5,5,3,2,3,1,2,2,NA,4,1,3,4,2,5,5,5,4,4,3,4,1,1,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1949",1,2,1,2,2,3,1,1,"RLP"
5,"Fehlende Fachkräfte auf dem Arbeitsmarkt",101,101,3,4,6,4,4,2,1,3,3,2,NA,3,2,2,1,3,3,4,4,4,3,4,4,5,4,5,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1973",1,2,1,1,2,6,5,1,"RLP"
5,"ein Gesamtkonzept für die Stadtpolitik, nicht nur Planungen für jedes einzelne Dezernat",92,95,3,6,6,5,3,3,1,2,5,2,NA,1,1,1,4,5,5,4,3,4,2,5,3,4,3,2,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1956",1,1,NA,NA,NA,6,5,1,"RLP"
1,"Mietbremse",22,14,1,1,1,5,1,5,1,1,3,2,NA,3,4,4,NA,NA,NA,NA,NA,3,3,3,3,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1986",1,1,2,2,2,2,4,1,"TH"
4,"Wüsste grad keins. ",69,89,3,1,4,4,4,5,1,2,4,2,NA,3,2,4,NA,NA,NA,NA,NA,4,2,3,4,5,4,3,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1978",2,2,1,2,2,4,1,1,"TH"
4,"ausländer",52,49,3,2,3,3,3,3,3,3,3,2,NA,3,2,3,NA,NA,NA,NA,NA,3,3,1,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1980",2,2,1,1,1,6,3,1,"TH"
4,"Verkehr - sowohl ruhend, als auch fliessend",76,86,4,4,1,3,3,5,3,3,4,2,NA,2,4,4,3,5,4,2,1,5,2,3,3,5,4,5,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1963",1,2,1,2,1,6,3,1,"RLP"
4,"nachhaltige Infrastrukturpolitik",66,94,2,5,4,3,1,2,3,3,4,2,NA,4,3,4,5,4,5,5,2,5,3,5,3,4,4,5,5,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1969",1,2,1,1,2,5,1,1,"RLP"
5,"Klimawandel",101,101,5,2,5,5,3,1,3,2,3,1,"AZ",1,1,1,5,5,5,4,3,4,3,4,3,5,5,4,5,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1954",2,2,1,2,2,6,3,1,"RLP"
2,"ÖPNV",13,40,2,1,2,1,1,2,1,1,2,2,NA,4,3,3,3,3,5,4,1,3,4,1,4,3,2,2,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1998",1,2,2,2,1,6,1,1,"RLP"
4,"Inflation ",68,76,5,4,5,5,4,4,3,4,5,1,NA,3,4,4,3,4,4,3,4,2,4,4,3,4,4,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1997",1,2,1,1,1,2,3,1,"RLP"
5,"Natur",101,52,1,1,6,6,6,6,1,1,6,2,NA,5,5,5,NA,NA,NA,NA,NA,5,1,5,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1968",2,1,1,2,2,6,4,1,"TH"
2,"digitale Verwaltung",19,84,2,6,2,2,3,2,1,1,4,2,NA,4,3,4,4,5,4,3,1,4,4,2,2,2,3,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2003",1,2,1,2,2,2,5,1,"RLP"
3,"Kindergarten und Schule",98,39,1,1,4,5,2,3,2,1,4,2,NA,2,3,4,3,3,3,3,3,3,3,4,2,4,3,5,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1989",1,2,1,1,2,3,1,1,"RLP"
4,"umweltfreundliche Mobilität in der Stadt fördern. Freie Öffis, Radwegenetz ausbauen (auch für Inlineskater nutzbar, also kein Kopfsteinpflaster), barrierefreies Bewegen in der Stadt",90,81,2,2,1,3,2,3,1,2,4,2,NA,3,1,5,NA,NA,NA,NA,NA,2,3,2,3,5,3,2,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1997",2,2,2,2,2,2,5,1,"TH"
2,"gbagba",62,62,2,3,4,3,2,2,3,4,4,1,"thüringer allgemeine",3,4,2,NA,NA,NA,NA,NA,3,2,3,2,2,3,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2001",2,2,2,2,1,5,1,1,"TH"
4,"Bezahlbarer Wohnraum ohne Indexmietverträge",101,101,1,1,5,5,2,4,2,2,5,2,NA,2,3,4,NA,NA,NA,NA,NA,4,2,4,1,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1982",2,1,2,2,2,3,5,1,"TH"
5,"Gebäudesanierung",98,89,5,2,6,2,4,5,4,2,4,1,"Rhein-Zeitung",1,3,1,4,4,4,4,3,4,3,3,3,5,5,5,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1954",2,2,1,2,2,6,3,1,"RLP"
4,"wohnungen",74,97,1,1,5,5,3,1,3,1,3,2,NA,1,2,1,2,4,4,5,3,4,2,3,2,2,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1980",1,2,1,2,2,3,1,1,"RLP"
5,"Fortschritt ",101,75,6,4,6,4,3,4,3,5,4,1,"Thüringer allgemeine ",3,2,2,NA,NA,NA,NA,NA,5,2,5,4,5,5,5,5,3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1991",2,2,1,2,2,6,3,1,"TH"
4,"mehr mit den Menschen in unserer Gemeinde reden",78,101,4,2,5,5,2,1,2,1,4,2,NA,2,2,4,NA,NA,NA,NA,NA,4,1,3,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1964",2,2,1,2,2,6,1,1,"TH"
5,"Nicht mehr sovie Migranten",80,40,5,1,5,4,1,2,2,1,2,2,NA,1,4,4,NA,NA,NA,NA,NA,3,2,4,2,5,5,5,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1956",2,2,1,2,2,6,5,1,"TH"
4,"Bildungswesen reformieren und Schulen sanieren ",101,101,1,5,1,5,1,1,3,5,4,2,NA,1,1,1,NA,NA,NA,NA,NA,4,4,5,4,4,4,5,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1965",2,2,1,2,2,3,5,1,"TH"
5,"Erhaltungssatzung",95,101,5,2,2,4,3,5,3,4,2,1,"Allgemeine Zeitung Ausgabe Mainz",1,2,1,5,4,5,4,3,4,3,4,3,4,3,2,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1954",1,2,1,2,2,6,2,1,"RLP"
3,"zu wenig junge leute mangels vernünftigen jobangeboten und funktionierendem öpnv",58,84,3,1,5,5,4,1,3,2,4,2,NA,2,3,3,3,4,5,4,2,3,2,2,2,3,3,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1959",2,2,1,2,2,6,1,1,"RLP"
5,"Ausbau der Fahrradstrecken",86,91,3,3,4,1,3,2,1,3,2,2,NA,1,2,4,5,4,4,5,5,4,5,5,5,3,4,2,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1988",2,2,1,1,2,2,3,1,"RLP"
4,"...",77,87,5,2,6,5,3,6,3,1,4,2,NA,1,3,3,5,3,4,5,4,3,3,1,3,4,4,5,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1991",2,2,1,2,2,3,3,1,"RLP"
4,"bezahlbarer Wohnraum",94,71,2,1,5,4,1,4,1,3,4,2,NA,2,3,4,NA,NA,NA,NA,NA,4,3,5,4,4,3,1,5,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1967",1,2,1,2,2,1,5,1,"TH"
5,"Zuwanderung",95,101,5,3,5,4,4,5,3,3,6,1,"Thüringer Allgemeine",4,4,5,NA,NA,NA,NA,NA,4,5,4,1,4,3,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1957",2,2,1,2,2,6,3,1,"TH"
3,"Wirtschaftsförderung",27,101,1,4,1,5,1,1,1,1,3,2,NA,4,5,5,2,5,4,5,5,5,2,5,2,3,2,2,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1989",1,2,1,2,2,4,5,1,"RLP"
5,"Bildung ",87,76,1,2,4,5,4,5,2,2,4,2,NA,5,5,5,NA,NA,NA,NA,NA,4,3,4,3,4,5,1,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1970",2,2,2,2,1,6,1,1,"TH"
4,"Verkehr",92,93,5,3,4,5,1,2,1,2,3,1,"Allgemeine Zeitung Mainz",4,1,3,5,4,3,4,3,4,3,3,3,2,2,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1962",1,1,2,2,2,6,5,1,"RLP"
4,"Soziales",55,96,1,2,2,2,1,4,1,2,5,2,NA,3,4,4,NA,NA,NA,NA,NA,3,4,2,4,2,2,1,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1997",2,1,2,2,2,1,5,1,"TH"
5,"Schafung einer neuen Postfilale",101,101,5,2,6,6,3,2,4,3,4,2,NA,2,1,3,5,5,5,5,2,4,4,4,2,4,5,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1965",2,1,2,2,2,2,2,1,"RLP"
4,"Alterarmut",59,64,3,3,4,5,3,3,3,1,2,2,NA,3,2,2,5,5,4,4,4,4,3,4,3,3,3,1,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1969",2,1,2,2,2,2,3,1,"RLP"
4,"Infrastruktur, Fahrradwege",95,97,5,4,1,5,1,4,3,2,4,1,"Mainzer Allgemeine  Zeitung",2,3,4,4,5,4,4,3,4,3,4,4,5,5,5,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1946",2,2,1,2,2,6,2,1,"RLP"
4,"Hohe Mieten ",93,61,4,3,3,3,1,4,1,1,3,2,NA,1,1,1,4,3,3,3,3,3,3,3,4,5,5,3,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1979",2,1,2,2,2,6,5,1,"RLP"
5,"X",100,51,1,1,1,1,1,6,2,3,4,2,NA,2,1,1,3,3,1,1,1,2,3,1,5,4,4,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1974",2,2,1,2,2,2,1,1,"RLP"
4,"ich weis nicht",101,101,3,5,5,5,3,1,1,2,1,2,NA,3,3,1,5,5,5,5,5,4,3,3,5,3,4,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1959",2,1,2,2,2,6,3,1,"RLP"
4,"Die ÖPNV-Versorgung wird in vielerlei Hinsicht immer schlechter. Immer weniger Fahrten, von denen dann auch noch immer wieder welche ersatzlos ausfallen, schlechtere Verbindungen, längere Fahrtzeiten. Busse stehen ewig an ungünstig geschalteten Ampeln. Auch für Fußgänger sind die Ampelphasen an vielen Stellen sehr viel ungünstiger geworden. Ich kenne mehrere Leute, die inzwischen wieder auf das Auto umgestiegen sind. Wenn ich eins hätte würde mich nichts mehr zurück in Bus und Bahn bringen. Von wegen Klimaschutz... Die Veränderungen in den letzten Jahren liefen im ÖPNV immer nach dem Motto ""Schlimmer geht immer"" Auch die Kundenbetreuung ist inzwischen eine Katastrophe. Beschwerden werden meist mit irgeneiner Formulierung nach dem Motto. 'Es tut uns leid, aber wir können da nichts machen.' Bla bla bla. Ich bin stinkwütend. Es sollte schleunigst was für uns Fußgänger und ÖPNV Nutzer getan werden, statt nur Pro Auto und Pro Fahhrad zu sein. ",93,31,6,6,1,5,1,3,1,1,4,2,NA,1,2,3,4,5,5,5,3,4,1,3,2,1,1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1981",2,1,2,2,2,5,5,1,"RLP"
4,"Umweltthemen und Rechtsradikale",89,82,4,4,2,5,1,5,3,3,3,1,"Thüringer allgemeine",3,3,3,NA,NA,NA,NA,NA,3,1,2,2,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1994",2,2,1,2,2,3,4,1,"TH"
4,"Weiss nicht ",66,64,2,1,6,4,4,2,4,2,3,2,NA,2,4,5,3,4,4,3,4,1,3,1,2,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1960",2,2,1,2,2,6,1,1,"RLP"
4,"Tempolimit der hauptstrasse und bushaltestelle",81,53,2,1,3,1,3,4,3,1,5,2,NA,4,3,3,2,5,4,5,2,3,4,2,4,4,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1980",1,2,1,1,1,3,1,1,"RLP"
5,"weiß nicht",93,74,4,1,3,5,3,4,3,3,3,2,NA,4,4,3,NA,NA,NA,NA,NA,3,3,2,4,4,4,2,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1957",2,2,1,2,2,2,2,1,"TH"
5,"Mobilität: Gute und vor allem längere Fahrradwege. Bezahlbarer Wohnraum, auch für Einzelpersonen",94,99,5,6,5,5,3,1,1,1,3,1,"Allgemeine Zeitung",1,1,1,5,5,5,5,5,4,4,3,4,4,5,4,4,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1948",2,1,2,2,2,6,4,1,"RLP"
5,"Bessere Busverbindungen, besserer Ausbau der Radwege",101,101,5,5,4,6,4,2,2,3,3,1,"Allgemeine Zeitung",3,2,2,5,4,5,5,5,3,3,4,3,4,4,4,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1956",2,2,1,2,2,6,5,1,"RLP"
4,"Neugestaltung des Friedhofs",90,90,5,2,6,5,3,1,3,1,2,1,"Rheinzeitung",2,2,2,4,4,5,5,5,4,2,3,1,5,5,4,5,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1957",1,2,1,2,2,6,1,1,"RLP"
3,"Bezahlbarer Wohnraum ",71,89,3,4,1,2,3,3,1,3,2,2,NA,2,1,1,4,4,3,3,3,3,4,2,3,2,1,4,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1990",2,1,2,2,2,2,5,1,"RLP"
5,"Überfremdung, Baustellen, ",101,101,5,5,1,1,1,5,4,1,5,2,NA,2,3,2,NA,NA,NA,NA,NA,4,1,3,2,4,4,5,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1980",2,1,2,2,2,6,5,1,"TH"
3,"Mangelnde Kita Plätze ",67,65,2,1,1,2,3,3,2,1,4,2,NA,4,4,4,5,4,4,2,3,4,4,2,3,4,4,2,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1996",2,2,1,1,2,3,1,1,"RLP"
5,"Fluglärm",101,79,4,4,4,4,3,4,3,4,3,1,"Allgemeine Zeitung Newsletter",3,1,1,4,4,4,4,4,4,3,3,3,4,4,4,4,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1968",2,2,2,1,2,5,5,1,"RLP"
5,"Infrastruktur ",88,87,4,5,1,5,4,6,3,3,6,2,NA,4,4,5,NA,NA,NA,NA,NA,5,1,5,1,5,5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1976",1,1,2,2,2,6,4,1,"TH"
5,"Wohnraum",93,101,2,2,5,4,1,1,3,3,2,2,NA,2,2,3,NA,NA,NA,NA,NA,3,3,2,2,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1985",2,2,1,1,2,2,4,1,"TH"
3,"Drogenhandel",59,71,1,1,1,4,1,6,1,1,4,2,NA,2,3,3,2,5,5,5,4,4,2,4,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2005",3,2,2,2,1,4,5,1,"RLP"
4,"Den Erzieherberuf mehr zu würdigen und ihn aufzustufen",86,68,3,3,6,1,2,4,1,3,6,2,NA,3,4,5,3,5,5,5,3,2,2,1,1,3,2,4,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1996",2,2,1,2,2,6,5,1,"RLP"
5,"Bezahlbarer Wohnraum und mehr grün in drr Stadt",83,84,2,1,5,5,3,4,1,2,3,2,NA,2,3,3,4,4,4,4,4,3,3,2,3,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1969",2,2,1,2,2,2,5,1,"RLP"
5,"Klimaneutrale Energieerzeugung und -verteilung (Nahwärme, Beteiligung an Energieerzeugung etc.)",101,80,5,5,6,4,2,3,2,5,6,2,NA,1,1,1,5,5,5,5,5,5,4,5,5,5,5,3,5,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"1959",1,2,1,2,2,6,1,1,"RLP"
4,"Gesundheit ",13,64,2,1,1,1,1,5,1,1,3,2,NA,1,5,5,5,5,4,1,3,4,1,1,1,1,2,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1997",2,1,2,2,2,1,4,1,"RLP"
